Loading Reference Chromosomes.
Reference Chromosomes Loaded.
Loading MapView File.
MapView File Processed
Loading Parameter File.
Parameter File Processed
States Initialized
Transition Matrix Created
Emission Coverage Matrix Created
Emission Matrix Created

CNVs: chromosome name, type, start point, end point, cnv length

EcoliGenome	200-0	    356525	    356526	         1
EcoliGenome	200-1	    356526	    356527	         1
EcoliGenome	200-2	    356527	    356528	         1
EcoliGenome	200-3	    356528	    356529	         1
EcoliGenome	200-4	    356529	    356530	         1
EcoliGenome	200-5	    356530	    356531	         1
EcoliGenome	200-6	    356531	    356532	         1
EcoliGenome	200-7	    356532	    356533	         1
EcoliGenome	200-8	    356533	    356534	         1
EcoliGenome	200-9	    356534	    356536	         2
EcoliGenome	400-0	    735513	    735514	         1
EcoliGenome	400-1	    735514	    735515	         1
EcoliGenome	400-2	    735515	    735516	         1
EcoliGenome	400-3	    735516	    735517	         1
EcoliGenome	400-4	    735517	    735518	         1
EcoliGenome	400-5	    735518	    735519	         1
EcoliGenome	400-6	    735519	    735520	         1
EcoliGenome	400-7	    735520	    735521	         1
EcoliGenome	400-8	    735521	    735522	         1
EcoliGenome	400-9	    735522	    735524	         2
EcoliGenome	200-0	    779955	    779956	         1
EcoliGenome	200-1	    779956	    779957	         1
EcoliGenome	200-2	    779957	    779958	         1
EcoliGenome	200-3	    779958	    779959	         1
EcoliGenome	200-4	    779959	    779960	         1
EcoliGenome	200-5	    779960	    779961	         1
EcoliGenome	200-6	    779961	    779962	         1
EcoliGenome	200-7	    779962	    779963	         1
EcoliGenome	200-8	    779963	    779964	         1
EcoliGenome	200-9	    779964	    779966	         2
EcoliGenome	400-0	   1268493	   1268631	       138
EcoliGenome	400-1	   1268631	   1268856	       225
EcoliGenome	400-2	   1268856	   1268857	         1
EcoliGenome	400-3	   1268857	   1268858	         1
EcoliGenome	400-4	   1268858	   1268859	         1
EcoliGenome	400-5	   1268859	   1268860	         1
EcoliGenome	400-6	   1268860	   1268861	         1
EcoliGenome	400-7	   1268861	   1268862	         1
EcoliGenome	400-8	   1268862	   1268863	         1
EcoliGenome	400-9	   1268863	   1268954	        91
EcoliGenome	200-0	   1500233	   1500234	         1
EcoliGenome	200-1	   1500234	   1500235	         1
EcoliGenome	200-2	   1500235	   1500236	         1
EcoliGenome	200-3	   1500236	   1500237	         1
EcoliGenome	200-4	   1500237	   1500239	         2
EcoliGenome	200-5	   1500239	   1500240	         1
EcoliGenome	200-6	   1500240	   1500241	         1
EcoliGenome	200-7	   1500241	   1500242	         1
EcoliGenome	200-8	   1500242	   1500243	         1
EcoliGenome	200-9	   1500243	   1500245	         2
EcoliGenome	200-0	   1612015	   1612052	        37
EcoliGenome	200-1	   1612052	   1612053	         1
EcoliGenome	200-2	   1612053	   1612054	         1
EcoliGenome	200-3	   1612054	   1612055	         1
EcoliGenome	200-4	   1612055	   1612056	         1
EcoliGenome	200-5	   1612056	   1612057	         1
EcoliGenome	200-6	   1612057	   1612058	         1
EcoliGenome	200-7	   1612058	   1612059	         1
EcoliGenome	200-8	   1612059	   1612060	         1
EcoliGenome	200-9	   1612060	   1612062	         2
EcoliGenome	200-0	   1843937	   1843938	         1
EcoliGenome	200-1	   1843938	   1843939	         1
EcoliGenome	200-2	   1843939	   1843940	         1
EcoliGenome	200-3	   1843940	   1843941	         1
EcoliGenome	200-4	   1843941	   1843942	         1
EcoliGenome	200-5	   1843942	   1843943	         1
EcoliGenome	200-6	   1843943	   1843944	         1
EcoliGenome	200-7	   1843944	   1843946	         2
EcoliGenome	200-8	   1843946	   1843947	         1
EcoliGenome	200-9	   1843947	   1843949	         2
EcoliGenome	400-0	   2302357	   2302358	         1
EcoliGenome	400-1	   2302358	   2302359	         1
EcoliGenome	400-2	   2302359	   2302360	         1
EcoliGenome	400-3	   2302360	   2302361	         1
EcoliGenome	400-4	   2302361	   2302362	         1
EcoliGenome	400-5	   2302362	   2302363	         1
EcoliGenome	400-6	   2302363	   2302364	         1
EcoliGenome	400-7	   2302364	   2302365	         1
EcoliGenome	400-8	   2302365	   2302366	         1
EcoliGenome	400-9	   2302366	   2302368	         2
EcoliGenome	200-0	   2423780	   2423781	         1
EcoliGenome	200-1	   2423781	   2423782	         1
EcoliGenome	200-2	   2423782	   2423783	         1
EcoliGenome	200-3	   2423783	   2423784	         1
EcoliGenome	200-4	   2423784	   2423786	         2
EcoliGenome	200-5	   2423786	   2423787	         1
EcoliGenome	200-6	   2423787	   2423788	         1
EcoliGenome	200-7	   2423788	   2423789	         1
EcoliGenome	200-8	   2423789	   2423790	         1
EcoliGenome	200-9	   2423790	   2423792	         2
EcoliGenome	200-0	   2840106	   2840115	         9
EcoliGenome	200-1	   2840115	   2840116	         1
EcoliGenome	200-2	   2840116	   2840117	         1
EcoliGenome	200-3	   2840117	   2840118	         1
EcoliGenome	200-4	   2840118	   2840119	         1
EcoliGenome	200-5	   2840119	   2840120	         1
EcoliGenome	200-6	   2840120	   2840121	         1
EcoliGenome	200-7	   2840121	   2840122	         1
EcoliGenome	200-8	   2840122	   2840123	         1
EcoliGenome	200-9	   2840123	   2840125	         2
EcoliGenome	200-0	   3181809	   3181826	        17
EcoliGenome	200-1	   3181826	   3181827	         1
EcoliGenome	200-2	   3181827	   3181828	         1
EcoliGenome	200-3	   3181828	   3181829	         1
EcoliGenome	200-4	   3181829	   3181830	         1
EcoliGenome	200-5	   3181830	   3181831	         1
EcoliGenome	200-6	   3181831	   3181832	         1
EcoliGenome	200-7	   3181832	   3181833	         1
EcoliGenome	200-8	   3181833	   3181834	         1
EcoliGenome	200-9	   3181834	   3181836	         2
EcoliGenome	400-0	   3192434	   3192435	         1
EcoliGenome	400-1	   3192435	   3192436	         1
EcoliGenome	400-2	   3192436	   3192437	         1
EcoliGenome	400-3	   3192437	   3192438	         1
EcoliGenome	400-4	   3192438	   3192439	         1
EcoliGenome	400-5	   3192439	   3192440	         1
EcoliGenome	400-6	   3192440	   3192441	         1
EcoliGenome	400-7	   3192441	   3192442	         1
EcoliGenome	400-8	   3192442	   3192443	         1
EcoliGenome	400-9	   3192443	   3192445	         2
EcoliGenome	200-0	   3299852	   3299938	        86
EcoliGenome	200-1	   3299938	   3299939	         1
EcoliGenome	200-2	   3299939	   3299940	         1
EcoliGenome	200-3	   3299940	   3299941	         1
EcoliGenome	200-4	   3299941	   3299942	         1
EcoliGenome	200-5	   3299942	   3299943	         1
EcoliGenome	200-6	   3299943	   3299944	         1
EcoliGenome	200-7	   3299944	   3299945	         1
EcoliGenome	200-8	   3299945	   3299946	         1
EcoliGenome	200-9	   3299946	   3299948	         2
EcoliGenome	200-0	   3447231	   3447262	        31
EcoliGenome	200-1	   3447262	   3447263	         1
EcoliGenome	200-2	   3447263	   3447264	         1
EcoliGenome	200-3	   3447264	   3447265	         1
EcoliGenome	200-4	   3447265	   3447266	         1
EcoliGenome	200-5	   3447266	   3447267	         1
EcoliGenome	200-6	   3447267	   3447268	         1
EcoliGenome	200-7	   3447268	   3447269	         1
EcoliGenome	200-8	   3447269	   3447270	         1
EcoliGenome	200-9	   3447270	   3447272	         2
EcoliGenome	200-0	   3451524	   3451533	         9
EcoliGenome	200-1	   3451533	   3451534	         1
EcoliGenome	200-2	   3451534	   3451535	         1
EcoliGenome	200-3	   3451535	   3451536	         1
EcoliGenome	200-4	   3451536	   3451537	         1
EcoliGenome	200-5	   3451537	   3451538	         1
EcoliGenome	200-6	   3451538	   3451539	         1
EcoliGenome	200-7	   3451539	   3451541	         2
EcoliGenome	200-8	   3451541	   3451542	         1
EcoliGenome	200-9	   3451542	   3451544	         2
EcoliGenome	200-0	   3568749	   3568816	        67
EcoliGenome	200-1	   3568816	   3568817	         1
EcoliGenome	200-2	   3568817	   3568818	         1
EcoliGenome	200-3	   3568818	   3568820	         2
EcoliGenome	200-4	   3568820	   3568821	         1
EcoliGenome	200-5	   3568821	   3568822	         1
EcoliGenome	200-6	   3568822	   3568823	         1
EcoliGenome	200-7	   3568823	   3568824	         1
EcoliGenome	200-8	   3568824	   3568825	         1
EcoliGenome	200-9	   3568825	   3568827	         2
EcoliGenome	200-0	   3645970	   3645971	         1
EcoliGenome	200-1	   3645971	   3645972	         1
EcoliGenome	200-2	   3645972	   3645973	         1
EcoliGenome	200-3	   3645973	   3645974	         1
EcoliGenome	200-4	   3645974	   3645975	         1
EcoliGenome	200-5	   3645975	   3645976	         1
EcoliGenome	200-6	   3645976	   3645977	         1
EcoliGenome	200-7	   3645977	   3645978	         1
EcoliGenome	200-8	   3645978	   3645979	         1
EcoliGenome	200-9	   3645979	   3645981	         2
EcoliGenome	200-0	   3673040	   3673082	        42
EcoliGenome	200-1	   3673082	   3673083	         1
EcoliGenome	200-2	   3673083	   3673084	         1
EcoliGenome	200-3	   3673084	   3673085	         1
EcoliGenome	200-4	   3673085	   3673086	         1
EcoliGenome	200-5	   3673086	   3673087	         1
EcoliGenome	200-6	   3673087	   3673088	         1
EcoliGenome	200-7	   3673088	   3673089	         1
EcoliGenome	200-8	   3673089	   3673090	         1
EcoliGenome	200-9	   3673090	   3673092	         2
EcoliGenome	200-0	   3710753	   3710809	        56
EcoliGenome	200-1	   3710809	   3710810	         1
EcoliGenome	200-2	   3710810	   3710811	         1
EcoliGenome	200-3	   3710811	   3710812	         1
EcoliGenome	200-4	   3710812	   3710813	         1
EcoliGenome	200-5	   3710813	   3710814	         1
EcoliGenome	200-6	   3710814	   3710815	         1
EcoliGenome	200-7	   3710815	   3710816	         1
EcoliGenome	200-8	   3710816	   3710817	         1
EcoliGenome	200-9	   3710817	   3710819	         2
EcoliGenome	200-0	   4127278	   4127370	        92
EcoliGenome	200-1	   4127370	   4127371	         1
EcoliGenome	200-2	   4127371	   4127372	         1
EcoliGenome	200-3	   4127372	   4127373	         1
EcoliGenome	200-4	   4127373	   4127374	         1
EcoliGenome	200-5	   4127374	   4127375	         1
EcoliGenome	200-6	   4127375	   4127376	         1
EcoliGenome	200-7	   4127376	   4127377	         1
EcoliGenome	200-8	   4127377	   4127378	         1
EcoliGenome	200-9	   4127378	   4127380	         2
EcoliGenome	200-0	   4587931	   4587962	        31
EcoliGenome	200-1	   4587962	   4587963	         1
EcoliGenome	200-2	   4587963	   4587964	         1
EcoliGenome	200-3	   4587964	   4587965	         1
EcoliGenome	200-4	   4587965	   4587966	         1
EcoliGenome	200-5	   4587966	   4587967	         1
EcoliGenome	200-6	   4587967	   4587968	         1
EcoliGenome	200-7	   4587968	   4587969	         1
EcoliGenome	200-8	   4587969	   4587970	         1
EcoliGenome	200-9	   4587970	   4587972	         2
EcoliGenome	200-0	   4603932	   4603933	         1
EcoliGenome	200-1	   4603933	   4603934	         1
EcoliGenome	200-2	   4603934	   4603935	         1
