Loading Reference Chromosomes.
Reference Chromosomes Loaded.
Loading MapView File.
MapView File Processed
Loading Parameter File.
Parameter File Processed
States Initialized
Transition Matrix Created
Emission Coverage Matrix Created
Emission Matrix Created

CNVs: chromosome name, type, start point, end point, cnv length

EcoliGenome	400-0	     78180	     78188	         8
EcoliGenome	400-1	     78188	     78189	         1
EcoliGenome	400-2	     78189	     78190	         1
EcoliGenome	400-3	     78190	     78191	         1
EcoliGenome	400-4	     78191	     78192	         1
EcoliGenome	400-5	     78192	     78193	         1
EcoliGenome	400-6	     78193	     78194	         1
EcoliGenome	400-7	     78194	     78195	         1
EcoliGenome	400-8	     78195	     78196	         1
EcoliGenome	400-9	     78196	     78198	         2
EcoliGenome	800-0	    269438	    269439	         1
EcoliGenome	800-1	    269439	    269440	         1
EcoliGenome	800-2	    269440	    269441	         1
EcoliGenome	800-3	    269441	    269442	         1
EcoliGenome	800-4	    269442	    269443	         1
EcoliGenome	800-5	    269443	    269444	         1
EcoliGenome	800-6	    269444	    269445	         1
EcoliGenome	800-7	    269445	    269446	         1
EcoliGenome	800-8	    269446	    269447	         1
EcoliGenome	800-9	    269447	    269449	         2
EcoliGenome	800-0	    309430	    309431	         1
EcoliGenome	800-1	    309431	    309432	         1
EcoliGenome	800-2	    309432	    309433	         1
EcoliGenome	800-3	    309433	    309434	         1
EcoliGenome	800-4	    309434	    309435	         1
EcoliGenome	800-5	    309435	    309436	         1
EcoliGenome	800-6	    309436	    309437	         1
EcoliGenome	800-7	    309437	    309438	         1
EcoliGenome	800-8	    309438	    309439	         1
EcoliGenome	800-9	    309439	    309441	         2
EcoliGenome	400-0	    372155	    372168	        13
EcoliGenome	400-1	    372168	    372203	        35
EcoliGenome	400-2	    372203	    372204	         1
EcoliGenome	400-3	    372204	    372205	         1
EcoliGenome	400-4	    372205	    372206	         1
EcoliGenome	400-5	    372206	    372207	         1
EcoliGenome	400-6	    372207	    372208	         1
EcoliGenome	400-7	    372208	    372209	         1
EcoliGenome	400-8	    372209	    372210	         1
EcoliGenome	400-9	    372210	    372212	         2
EcoliGenome	400-0	    394119	    394120	         1
EcoliGenome	400-1	    394120	    394121	         1
EcoliGenome	400-2	    394121	    394122	         1
EcoliGenome	400-3	    394122	    394123	         1
EcoliGenome	400-4	    394123	    394124	         1
EcoliGenome	400-5	    394124	    394125	         1
EcoliGenome	400-6	    394125	    394126	         1
EcoliGenome	400-7	    394126	    394127	         1
EcoliGenome	400-8	    394127	    394129	         2
EcoliGenome	400-9	    394129	    394131	         2
EcoliGenome	800-0	    559959	    559960	         1
EcoliGenome	800-1	    559960	    559961	         1
EcoliGenome	800-2	    559961	    559962	         1
EcoliGenome	800-3	    559962	    559963	         1
EcoliGenome	800-4	    559963	    559964	         1
EcoliGenome	800-5	    559964	    559965	         1
EcoliGenome	800-6	    559965	    559966	         1
EcoliGenome	800-7	    559966	    559967	         1
EcoliGenome	800-8	    559967	    559968	         1
EcoliGenome	800-9	    559968	    559970	         2
EcoliGenome	800-0	    618821	    618822	         1
EcoliGenome	800-1	    618822	    618823	         1
EcoliGenome	800-2	    618823	    618824	         1
EcoliGenome	800-3	    618824	    618825	         1
EcoliGenome	800-4	    618825	    618826	         1
EcoliGenome	800-5	    618826	    618827	         1
EcoliGenome	800-6	    618827	    618828	         1
EcoliGenome	800-7	    618828	    618829	         1
