Loading Reference Chromosomes.
Reference Chromosomes Loaded.
Loading MapView File.
MapView File Processed
Loading Parameter File.
Parameter File Processed
States Initialized
Transition Matrix Created
Emission Coverage Matrix Created
Emission Matrix Created

CNVs: chromosome name, type, start point, end point, cnv length

EcoliGenome	400-0	    735513	    735514	         1
EcoliGenome	400-1	    735514	    735515	         1
EcoliGenome	400-2	    735515	    735516	         1
EcoliGenome	400-3	    735516	    735517	         1
EcoliGenome	400-4	    735517	    735518	         1
EcoliGenome	400-5	    735518	    735519	         1
EcoliGenome	400-6	    735519	    735520	         1
EcoliGenome	400-7	    735520	    735521	         1
EcoliGenome	400-8	    735521	    735522	         1
EcoliGenome	400-9	    735522	    735524	         2
EcoliGenome	200-0	    779955	    779956	         1
EcoliGenome	200-1	    779956	    779957	         1
EcoliGenome	200-2	    779957	    779958	         1
EcoliGenome	200-3	    779958	    779959	         1
EcoliGenome	200-4	    779959	    779960	         1
EcoliGenome	200-5	    779960	    779961	         1
EcoliGenome	200-6	    779961	    779962	         1
EcoliGenome	200-7	    779962	    779963	         1
EcoliGenome	200-8	    779963	    779964	         1
EcoliGenome	200-9	    779964	    779966	         2
EcoliGenome	400-0	   1268863	   1268944	        81
EcoliGenome	400-1	   1268944	   1268945	         1
EcoliGenome	400-2	   1268945	   1268946	         1
EcoliGenome	400-3	   1268946	   1268947	         1
EcoliGenome	400-4	   1268947	   1268948	         1
EcoliGenome	400-5	   1268948	   1268949	         1
EcoliGenome	400-6	   1268949	   1268950	         1
EcoliGenome	400-7	   1268950	   1268951	         1
EcoliGenome	400-8	   1268951	   1268952	         1
EcoliGenome	400-9	   1268952	   1268954	         2
EcoliGenome	200-0	   2840106	   2840115	         9
EcoliGenome	200-1	   2840115	   2840116	         1
EcoliGenome	200-2	   2840116	   2840117	         1
EcoliGenome	200-3	   2840117	   2840118	         1
EcoliGenome	200-4	   2840118	   2840119	         1
EcoliGenome	200-5	   2840119	   2840120	         1
EcoliGenome	200-6	   2840120	   2840121	         1
EcoliGenome	200-7	   2840121	   2840122	         1
EcoliGenome	200-8	   2840122	   2840123	         1
EcoliGenome	200-9	   2840123	   2840125	         2
EcoliGenome	200-0	   3181809	   3181826	        17
EcoliGenome	200-1	   3181826	   3181827	         1
EcoliGenome	200-2	   3181827	   3181828	         1
EcoliGenome	200-3	   3181828	   3181829	         1
EcoliGenome	200-4	   3181829	   3181830	         1
EcoliGenome	200-5	   3181830	   3181831	         1
EcoliGenome	200-6	   3181831	   3181832	         1
EcoliGenome	200-7	   3181832	   3181833	         1
EcoliGenome	200-8	   3181833	   3181834	         1
EcoliGenome	200-9	   3181834	   3181836	         2
EcoliGenome	200-0	   3568749	   3568816	        67
EcoliGenome	200-1	   3568816	   3568817	         1
EcoliGenome	200-2	   3568817	   3568818	         1
EcoliGenome	200-3	   3568818	   3568820	         2
EcoliGenome	200-4	   3568820	   3568821	         1
EcoliGenome	200-5	   3568821	   3568822	         1
EcoliGenome	200-6	   3568822	   3568823	         1
EcoliGenome	200-7	   3568823	   3568824	         1
EcoliGenome	200-8	   3568824	   3568825	         1
EcoliGenome	200-9	   3568825	   3568827	         2
EcoliGenome	200-0	   4127278	   4127370	        92
EcoliGenome	200-1	   4127370	   4127371	         1
EcoliGenome	200-2	   4127371	   4127372	         1
EcoliGenome	200-3	   4127372	   4127373	         1
EcoliGenome	200-4	   4127373	   4127374	         1
EcoliGenome	200-5	   4127374	   4127375	         1
EcoliGenome	200-6	   4127375	   4127376	         1
EcoliGenome	200-7	   4127376	   4127377	         1
EcoliGenome	200-8	   4127377	   4127378	         1
EcoliGenome	200-9	   4127378	   4127380	         2
EcoliGenome	200-0	   4587931	   4587962	        31
EcoliGenome	200-1	   4587962	   4587963	         1
EcoliGenome	200-2	   4587963	   4587964	         1
EcoliGenome	200-3	   4587964	   4587965	         1
EcoliGenome	200-4	   4587965	   4587966	         1
EcoliGenome	200-5	   4587966	   4587967	         1
EcoliGenome	200-6	   4587967	   4587968	         1
EcoliGenome	200-7	   4587968	   4587969	         1
EcoliGenome	200-8	   4587969	   4587970	         1
EcoliGenome	200-9	   4587970	   4587972	         2
EcoliGenome	800-0	   4639667	   4639668	         1
EcoliGenome	800-1	   4639668	   4639669	         1
EcoliGenome	800-2	   4639669	   4639670	         1
EcoliGenome	800-3	   4639670	   4639671	         1
EcoliGenome	800-4	   4639671	   4639672	         1
EcoliGenome	800-5	   4639672	   4639673	         1
EcoliGenome	800-6	   4639673	   4639674	         1
EcoliGenome	800-7	   4639674	   4639675	         1
EcoliGenome	800-8	   4639675	   4639676	         1
