Loading Reference Chromosomes.
Reference Chromosomes Loaded.
Loading MapView File.
MapView File Processed
Loading Parameter File.
Parameter File Processed
States Initialized
Transition Matrix Created
Emission Coverage Matrix Created
Emission Matrix Created

CNVs: chromosome name, type, start point, end point, cnv length

EcoliGenome	400-0	    735791	    735792	         1
EcoliGenome	400-1	    735792	    735793	         1
EcoliGenome	400-2	    735793	    735794	         1
EcoliGenome	400-3	    735794	    735795	         1
EcoliGenome	400-4	    735795	    735796	         1
EcoliGenome	400-5	    735796	    735797	         1
EcoliGenome	400-6	    735797	    735798	         1
EcoliGenome	400-7	    735798	    735799	         1
EcoliGenome	400-8	    735799	    735800	         1
EcoliGenome	400-9	    735800	    735802	         2
EcoliGenome	200-0	    779887	    779888	         1
EcoliGenome	200-1	    779888	    779889	         1
EcoliGenome	200-2	    779889	    779890	         1
EcoliGenome	200-3	    779890	    779891	         1
EcoliGenome	200-4	    779891	    779892	         1
EcoliGenome	200-5	    779892	    779893	         1
EcoliGenome	200-6	    779893	    779894	         1
EcoliGenome	200-7	    779894	    779895	         1
EcoliGenome	200-8	    779895	    779896	         1
EcoliGenome	200-9	    779896	    779898	         2
EcoliGenome	400-0	   1268901	   1268902	         1
EcoliGenome	400-1	   1268902	   1268903	         1
EcoliGenome	400-2	   1268903	   1268904	         1
EcoliGenome	400-3	   1268904	   1268905	         1
EcoliGenome	400-4	   1268905	   1268906	         1
EcoliGenome	400-5	   1268906	   1268907	         1
EcoliGenome	400-6	   1268907	   1268908	         1
EcoliGenome	400-7	   1268908	   1268909	         1
EcoliGenome	400-8	   1268909	   1268910	         1
EcoliGenome	400-9	   1268910	   1268912	         2
EcoliGenome	400-0	   1464011	   1464149	       138
EcoliGenome	400-1	   1464149	   1464390	       241
EcoliGenome	400-2	   1464390	   1464391	         1
EcoliGenome	400-3	   1464391	   1464392	         1
EcoliGenome	400-4	   1464392	   1464393	         1
EcoliGenome	400-5	   1464393	   1464394	         1
EcoliGenome	400-6	   1464394	   1464395	         1
EcoliGenome	400-7	   1464395	   1464396	         1
EcoliGenome	400-8	   1464396	   1464397	         1
EcoliGenome	400-9	   1464397	   1464399	         2
EcoliGenome	200-0	   2302533	   2302534	         1
EcoliGenome	200-1	   2302534	   2302535	         1
EcoliGenome	200-2	   2302535	   2302536	         1
EcoliGenome	200-3	   2302536	   2302537	         1
EcoliGenome	200-4	   2302537	   2302538	         1
EcoliGenome	200-5	   2302538	   2302539	         1
EcoliGenome	200-6	   2302539	   2302541	         2
EcoliGenome	200-7	   2302541	   2302542	         1
EcoliGenome	200-8	   2302542	   2302543	         1
EcoliGenome	200-9	   2302543	   2302545	         2
EcoliGenome	400-0	   4293775	   4293776	         1
EcoliGenome	400-1	   4293776	   4293777	         1
EcoliGenome	400-2	   4293777	   4293778	         1
EcoliGenome	400-3	   4293778	   4293779	         1
EcoliGenome	400-4	   4293779	   4293780	         1
EcoliGenome	400-5	   4293780	   4293781	         1
EcoliGenome	400-6	   4293781	   4293782	         1
EcoliGenome	400-7	   4293782	   4293783	         1
EcoliGenome	400-8	   4293783	   4293784	         1
EcoliGenome	400-9	   4293784	   4293786	         2
EcoliGenome	800-0	   4639667	   4639668	         1
EcoliGenome	800-1	   4639668	   4639669	         1
EcoliGenome	800-2	   4639669	   4639670	         1
EcoliGenome	800-3	   4639670	   4639671	         1
EcoliGenome	800-4	   4639671	   4639672	         1
EcoliGenome	800-5	   4639672	   4639673	         1
EcoliGenome	800-6	   4639673	   4639674	         1
EcoliGenome	800-7	   4639674	   4639675	         1
EcoliGenome	800-8	   4639675	   4639676	         1
